세부사업 코드,세부사업명,기관,지역,구분,분야(추정),성격,예산현액(억 원),집행액(억 원),온통청년 대응,대응 정책번호,대응 정책명,가장 가까운 후보,후보 유사도
526000020243008D,울릉섬청년보금자리사업(지방소멸대응기금),경북울릉군,경북,지방,주거,기타,42.74,15.2,있음,,,경북 산촌어촌 청년일자리사업,0.72
547000020243001D,청년창업지원센터 신축,경남거창군,경남,지방,창업·농어업,대상자 지원,42.62,1.59,있음,,,청년 창업농 맞춤형 지원,0.72
626000020193017E,자립준비청년 자립수당 지급,부산본청,부산,지방,금융·생활안정,대상자 지원,42.6,35.11,있음,,,부산 자립준비청년 자립수당 지원,1.037
5080000202330475,청년주거복지지원,경북구미시,경북,지방,주거,대상자 지원,42.21,24.8,찾지 못함,,,2025년 청년도전 지원사업,0.62
4510000202430200,보령시 청년센터 조성,충남보령시,충남,지방,정책기반,기반·운영,42.11,40.65,있음,,,충청남도 청년센터 운영,1.02
6460000202530236,청년창업 임대형 양식단지 조성 (전남),전남광주본청,전남,지방,창업·농어업,기반·운영,42.0,28.0,있음,20260918005400113451,청년 창업 임대형 양식단지 조성,청년 창업 임대형 양식단지 조성,1.12
370000020223006D,청년월세 한시 특별지원,울산남구,울산,지방,주거,대상자 지원,41.92,7.85,있음,20250714005400111222,청년월세 한시 특별지원사업,청년월세 한시 특별지원사업,1.12
53600002023302AD,밀양아리나 청년연극인 쉼터 조성,경남밀양시,경남,지방,정책기반,기반·운영,41.84,7.95,찾지 못함,,,경남 청년 보금자리 조성,0.484
36700002022300CC,청년월세 지원(국비),대전유성구,대전,지방,주거,대상자 지원,41.38,18.8,있음,,,(국토부) 26년 청년월세 지원사업,0.8
471000020183002C,청년농업인 영농정착지원(보조),전북김제시,전북,지방,창업·농어업,대상자 지원,41.09,21.38,있음,,,청년창업농 영농정착지원사업,0.92
65000002024300A4,청년 주거지원 및 주거행정관리,제주본청,제주,지방,주거,대상자 지원,40.9,3.22,찾지 못함,,,청년월세 지원,0.541
3860000202230182,청년월세 지원사업,경기부천시,경기,지방,주거,대상자 지원,40.82,7.68,있음,,,(국토부) 26년 청년월세 지원사업,0.8
019-110-1000-1051-308,청년미래플러스,고용노동부,중앙,중앙,취업·일경험,대상자 지원,40.6,40.6,있음,20260718005400113261,청년미래플러스,청년미래플러스,1.0
3470000202230040,청년월세 한시 특별지원,대구달서구,대구,지방,주거,대상자 지원,40.56,16.35,있음,,,(국토부) 26년 청년월세 지원사업,0.9
464100020243030D,전주산업단지 청년문화센터 건립,전북전주시,전북,지방,문화·건강,기반·운영,40.35,0.94,찾지 못함,,,전북특별자치도 청년마음건강센터 운영,0.52
38300002019300F7,청년기본소득,경기안양시,경기,지방,금융·생활안정,기타,40.23,25.8,있음,20250515005400210826,경기도 청년기본소득,경기도 청년기본소득,1.12
4940000202430033,청년창업지원센터 조성,전남광주영암군,전남,지방,창업·농어업,기반·운영,40.04,15.03,있음,,,청년 창업농장 조성,0.87
6110000202230120,청년 마음건강 지원,서울본청,서울,지방,문화·건강,대상자 지원,40.01,22.18,있음,,,청년참여 활성화 및 서울청년참여기구 운영 지원,0.8
4681000202430170,신혼부부·청년 주택구입 대출이자 지원,전북익산시,전북,지방,주거,대상자 지원,40.0,19.66,있음,20260325005400212264,신혼부부·청년 주택구입 대출이자 지원사업,신혼부부·청년 주택구입 대출이자 지원사업,1.12
3820000201930085,경기 청년기본소득 지원사업,경기의정부시,경기,지방,금융·생활안정,대상자 지원,39.74,22.62,있음,20250515005400210826,경기도 청년기본소득,경기도 청년기본소득,1.12
6110000202130310,서울형 청년인턴 직무캠프,서울본청,서울,지방,취업·일경험,대상자 지원,39.26,34.29,있음,20250315005400210613,서울형 청년인턴 직무캠프,서울형 청년인턴 직무캠프,1.12
6500000202230273,청년월세 한시 특별지원 사업,제주본청,제주,지방,주거,대상자 지원,39.21,8.23,있음,20250716005400111306,청년월세 한시 특별지원,청년월세 한시 특별지원,1.12
40100002019300F8,청년기본소득,경기시흥시,경기,지방,금융·생활안정,기타,38.88,23.73,있음,20250515005400210826,경기도 청년기본소득,경기도 청년기본소득,1.12
4440000202330001,청년센터 건립(보조),충북영동군,충북,지방,정책기반,기반·운영,38.68,20.17,있음,,,충북청년희망센터 운영,0.787
54400002025301BF,딸기청년주거단지 조성(청년일자리연계주거지원),경남하동군,경남,지방,주거,기반·운영,38.43,0.16,찾지 못함,,,청년 일자리 연계 주거 지원,0.596
086-239-2200-2256-311,청년정책총괄지원,교육부,중앙,중앙,정책기반,대상자 지원,38.23,34.68,찾지 못함,,,청년정책 지역협력 체계 강화,0.556
4960000202530129,빛그린산단 종합비즈니스센터(청년문화센터) 건립사업,전남광주함평군,전남,지방,문화·건강,기반·운영,38.01,20.59,찾지 못함,,,전남 콘텐츠기업지원센터 운영,0.302
6440000202030040,청년 보금자리 조성,충남본청,충남,지방,주거,기반·운영,38.0,30.88,있음,,,청년 농촌보금자리 조성사업,1.009
3780000202330401,청년 취업 ALL-Pass 사업,경기성남시,경기,지방,취업·일경험,대상자 지원,37.87,17.06,찾지 못함,,,청년농업인 경쟁력제고 사업,0.52
3780000202330086,성남하이테크밸리 청년친화형 아름다운 거리 조성사업,경기성남시,경기,지방,정책기반,기반·운영,37.7,15.29,찾지 못함,,,경기청년 사다리 프로그램,0.428
65000002026300DE,청년농업인 영농정착 지원사업(성인지예산),제주본청,제주,지방,창업·농어업,대상자 지원,37.66,24.62,있음,20250102005400210027,청년농업인 영농정착지원,청년농업인 영농정착지원,1.12
627000020223005F,청년 주거안정,대구본청,대구,지방,주거,대상자 지원,37.57,15.66,있음,,,대구형 청년희망주택(공공임대주택) 임대보증금 이자 지원 사업,0.92
480000020223005F,전남청년 문화복지카드,전남광주목포시,전남,지방,문화·건강,대상자 지원,37.54,34.21,있음,20250516005400210831,전남청년 문화복지카드,전남청년 문화복지카드,1.12
63100002020301CA,청년정책 추진,울산본청,울산,지방,정책기반,기타,37.35,34.12,있음,,,청년정책 제안 경연대회,0.92
6110000201230225,청년 미래투자 금융 지원,서울본청,서울,지방,금융·생활안정,대상자 지원,37.3,19.26,찾지 못함,,,자립준비청년 자립수당 지원,0.575
4060000201930124,청년기본소득 지급,경기파주시,경기,지방,금융·생활안정,기타,37.23,22.92,있음,,,경기도 청년기본소득,1.02
486000020253000D,"청년농부 자립을 위한 ""All-Care 스마트팜 캠퍼스"" 운영(2025)",전남광주곡성군,전남,지방,창업·농어업,기타,37.0,7.17,찾지 못함,,,청년농업인 스마트팜 자립기반 구축,0.488
493000020243000C,청년문화센터 건립사업(공모),전남광주해남군,전남,지방,문화·건강,기반·운영,36.81,2.62,찾지 못함,,,전남청년 문화복지카드,0.62
334000020243013C,청년문화센터 건립,부산사하구,부산,지방,문화·건강,기반·운영,36.79,2.67,있음,,,부산청년센터 운영,0.787
3860000202530188,근로능력있는수급자의탈수급지원(청년),경기부천시,경기,지방,취업·일경험,대상자 지원,36.4,32.86,찾지 못함,,,중증장애인근로자 출퇴근 비용 지원,0.333
61100002026302E6,K-아트 청년창작자 지원,서울본청,서울,지방,정책기반,대상자 지원,36.3,36.3,찾지 못함,,,서울 청년 밀키트 창업지원,0.646
525000020253010E,울진 청년 스타트업(26년 소멸대응기금),경북울진군,경북,지방,창업·농어업,기타,35.84,0.02,있음,,,청년스타트업 지원,1.02
4710000202330017,청년창업 스마트팜패키지 지원사업,전북김제시,전북,지방,창업·농어업,대상자 지원,35.67,17.19,있음,20250718005400211416,청년창업 스마트팜 패키지 지원,청년창업 스마트팜 패키지 지원,1.12
469000020223006E,보전지출(청년발전기금),전북정읍시,전북,지방,정책기반,기타,35.53,0.0,찾지 못함,,,청년창업농 정책자금 이차보전,0.355
45700002022300F6,청년농 맞춤형 스마트팜 보급 지원,충남부여군,충남,지방,창업·농어업,대상자 지원,35.17,15.92,있음,,,청년자립형 스마트팜 지원사업,0.787
611000020243000D,서울광역청년센터 운영,서울본청,서울,지방,정책기반,기반·운영,35.16,26.95,있음,20250522005400210872,서울광역청년센터 운영,서울광역청년센터 운영,1.12
6260000202530137,평생함께 청년모두가 주거비 지원사업,부산본청,부산,지방,주거,대상자 지원,35.0,15.77,있음,20260429005400212904,부산 평생함께 청년모두가 주거비 지원사업,부산 평생함께 청년모두가 주거비 지원사업,1.12
50200002025300BE,대잠동 청년징검다리주택 건립 사업,경북포항시,경북,지방,주거,기반·운영,35.0,0.02,찾지 못함,,,경북 산촌어촌 청년일자리사업,0.505
51410002024300D3,군위농공단지 청년문화센터 건립사업,대구군위군,대구,지방,문화·건강,기반·운영,34.77,0.03,찾지 못함,,,청년문화예술패스,0.484
4270000202330044,청년창업 상상허브 조성,강원영월군,강원,지방,창업·농어업,기반·운영,34.51,17.05,찾지 못함,,,청년농업인 육성지원,0.591
4540000201930007,청소년청년재단운영,충남논산시,충남,지방,정책기반,기타,34.42,34.42,찾지 못함,,,충청남도 청년센터 운영,0.653
36400002022300CD,청년월세 지원사업(국비),대전동구,대전,지방,주거,대상자 지원,34.39,14.49,있음,,,청년도전지원사업,0.87
4050000202530115,근로능력있는수급자의탈수급지원(청년),경기용인시,경기,지방,취업·일경험,대상자 지원,34.3,29.4,찾지 못함,,,중증장애인근로자 출퇴근 비용 지원,0.333
611000020223047F,청년 부동산 중개보수 및 이사비 지원,서울본청,서울,지방,주거,대상자 지원,34.14,14.13,있음,20250316005400210631,청년 부동산 중개보수 및 이사비 지원사업,청년 부동산 중개보수 및 이사비 지원사업,1.12
489000020243016D,벌교 농공단지 청년문화센터 건립사업,전남광주보성군,전남,지방,문화·건강,기반·운영,34.07,2.63,찾지 못함,,,전남형 청년공동체 활성화 사업,0.49
6260000202430249,정관일반산업단지 청년문화센터 건립,부산본청,부산,지방,문화·건강,기반·운영,33.95,2.48,찾지 못함,,,부산청년센터 운영,0.52
6110000202630404,사회연대경제 청년 일경험 사업,서울본청,서울,지방,취업·일경험,대상자 지원,33.46,0.75,있음,,,사회연대경제 청년일경험,1.0
418100020243020A,창촌농공단지 청년문화센터 건립,강원춘천시,강원,지방,문화·건강,기반·운영,33.0,0.54,찾지 못함,,,강원청년센터 운영,0.564
45800002025300B0,청년바다마을 조성 사업,충남서천군,충남,지방,정책기반,기반·운영,33.0,33.0,찾지 못함,,,청년 농촌보금자리 조성사업,0.665
52000002022300C0,지역개발사업추진(청년복합타운),경북고령군,경북,지방,정책기반,기타,32.88,8.13,찾지 못함,,,2026 지역대학 글로벌 무역전문가 양성 사업,0.453
47910002025300BF,청년 임대주택 조성,전북부안군,전북,지방,주거,기반·운영,32.64,28.47,찾지 못함,,,어선청년임대,0.571
50200002025300BC,장성동 청년징검다리주택 건립 사업,경북포항시,경북,지방,주거,기반·운영,32.6,0.0,찾지 못함,,,경북 산촌어촌 청년일자리사업,0.505
49700002017301A3,청년발전기금 예치금,전남광주영광군,전남,지방,정책기반,기타,32.54,0.0,찾지 못함,,,전남 청년 근속장려금,0.495
3930000202230068,근로능력있는수급자의탈수급지원(청년),경기안산시,경기,지방,취업·일경험,대상자 지원,32.47,28.44,찾지 못함,,,중증장애인근로자 출퇴근 비용 지원,0.333
5400000202430116,파수농공단지 청년문화센터 건립,경남함안군,경남,지방,문화·건강,기반·운영,32.42,2.74,있음,,,함안산인농공단지 청년문화센터 건립,0.977
4860000202530034,청년농부 인큐베이팅 허브센터 구축(2023),전남광주곡성군,전남,지방,창업·농어업,기타,32.31,28.99,찾지 못함,,,청년농업인 스마트팜 자립기반 구축,0.52
3510500202230103,청년월세 지원사업,인천미추홀구,인천,지방,주거,대상자 지원,32.05,12.13,있음,,,(미추홀구) 인천시 청년월세 지원사업,0.92
